code,name,market,type
FPAY,FlexShopper Incフレックスショッパー,NASDAQ,stock
FPH,Five Point Holdings LLC Aファイブ ポイント ホールディングス A,NYSE,stock
FRAF,Franklin Financial Services Corporationフランクリン フィナンシャル サービシズ,NASDAQ,stock
FRBA,First Bank Hamilton NJファースト バンク,NASDAQ,stock
FRD,Friedman Industries Incorporatedフリードマン・インダストリーズ,NYSE,stock
FRGE,Forge Global Holdings Incフォルグ グローバル ホールディングス,NYSE,stock
FRGT,Freight Technologies Incフレイト テクノロジーズ,NASDAQ,stock
FRHC,Freedom Holding Corpフリーダム ホールディング,NASDAQ,stock
FRME,First Merchants Corpファースト マーチャンツ,NASDAQ,stock
FRO,Frontline PLCフロントライン,NYSE,stock
FROG,JFrog Ltd ジェイフロッグ,NASDAQ,stock
FRPH,FRP Holdings IncFRPホールディングス,NASDAQ,stock
FRPT,Freshpetフレッシュペット,NASDAQ,stock
FRSH,Freshworks Incフレッシュワークス,NASDAQ,stock
FRST,Primis Financial Corpプリミス フィナンシャル,NASDAQ,stock
FSBC,Five Star Bancorpファイブ スター バンコープ,NASDAQ,stock
FSBW,FS Bancorp IncFSバンコープ,NASDAQ,stock
FSEA,First Seacoast Bancorpファースト シーコースト バンコーポ,NASDAQ,stock
FSFG,First Savings Financial Group Incファーストセイビングス ファイナンシャルグループ,NASDAQ,stock
FSHP,Flag Ship Acquisition Corpフラッグ シップ アクイジション,NASDAQ,stock
FSI,Flexible Solutions International Incフレキシブル ソリューションズ インターナショナル,NYSE,stock
FSLR,First Solarファースト ソーラー,NASDAQ,stock
FSLY,Fastly Inc Aファストリー A,NYSE,stock
FSM,Fortuna Silver Mines Incフォルトゥナ シルバー マインズ,NYSE,stock
FSNB,Fusion Acquisition Corp2 Aフュージョン アクイジション2 A,NYSE,stock
FSS,Federal Signal Corpフェデラル シグナル,NYSE,stock
FST,Fast Acquisition Corpファスト　アクイジション,NYSE,stock
FSTR,LB Foster Company Aエルビー フォスター A,NASDAQ,stock
FSUN,Firstsun Capital Bancorpファーストサン キャピタル バンコープ,NASDAQ,stock
FSV,FirstService Corpファーストサービス,NASDAQ,stock
FTCI,FTC Solar IncFTC ソーラー,NASDAQ,stock
FTDR,Frontdoor Incフロントドア,NASDAQ,stock
FTEK,Fuel Tec Incフュエル テック,NASDAQ,stock
FTEL,Fitell Corpフィテル コープ,NASDAQ,stock
FTFT,Future FinTech Group Incフューチャー フィンテック グループ,NASDAQ,stock
FTHM,Fathom Holdings Incファソム ホールディングス,NASDAQ,stock
FTI,TechnipFMCテクニップFMC,NYSE,stock
FTK,Flotek Industries Incフロテック インダストリーズ,NYSE,stock
FTNT,Fortinetフォーティネット,NASDAQ,stock
FTRE,Fortrea Holdings Incフォートレア ホールディングス,NASDAQ,stock
FTS,Fortis Incフォーティス,NYSE,stock
FTV,Fortiveフォーティブ,NYSE,stock
FUBO,fuboTV Inc フボＴＶ,NYSE,stock
FUFU,BitFuFu Inc Aビットフフ A,NASDAQ,stock
FUL,HB Fuller Coエイチ ビー フラー,NYSE,stock
FULC,Fulcrum Therapeutics Incフルクラム セラピューティクス,NASDAQ,stock
FULT,Fulton Financialフルトン ファイナンシャル,NASDAQ,stock
FUNC,First United Corporationファースト ユナイテッド,NASDAQ,stock
FURY,Fury Gold Mines Limitedフリー ゴールド マインズ,NYSE,stock
FUSB,First US Bancshares Incファースト US バンクシェアーズ,NASDAQ,stock
FUV,Arcimoto Incアーシモト,NASDAQ,stock
FVCB,FVCBankcorp IncFVCバンクコープ,NASDAQ,stock
FVRR,Fiverr International Ltdファイバー インターナショナル,NYSE,stock
FWONA,Liberty Media-Liberty Formula One Aリバティ メディア-リバティ フォーミュラワン A,NASDAQ,stock
FWRD,Forward Air Corporationフォワード エアー コーポレーション,NASDAQ,stock
FWRG,First Watch Restaurant Group Iファーストウォッチレストラン,NASDAQ,stock
FXNC,First National Corporationファースト・ナショナル,NASDAQ,stock
FYBR,Frontier Communications Parentフロンティア コミュニケーションズ,NASDAQ,stock
GABC,German American Bancorp Incジャーマン アメリカン バンコープ,NASDAQ,stock
GAIA,Gaia Incガイア,NASDAQ,stock
GALT,Galectin Therapeutics Incガレクチン セラピューティクス,NASDAQ,stock
GAMB,Gambling.com Group Ltdギャンブリング,NASDAQ,stock
GAME,GameSquare Holdingsゲームスクエア ホールディングス,NASDAQ,stock
GAN,Gan Ltdガン,NASDAQ,stock
GANX,Gain Therapeutics Incゲイン セラピュ,NASDAQ,stock
GAP,Gap Incギャップ,NYSE,stock
GAQ,Generation Asia1 Acquisition Limited Aジェネレーション アジア1 アクイジショ A,NASDAQ,stock
GASS,Stealthgas Incステルスガス,NASDAQ,stock
GATE,Marblegate Acquisition Corp Aマーブルゲート アクイジション A,NASDAQ,stock
GATX,GATX Corpガテックス,NYSE,stock
GAU,Galiano Gold Incガリアノ ゴールド,NYSE,stock
GB,Global Blue Group Holding AGグローバル ブルー グループ,NYSE,stock
GBCI,Glacier Bancorpグレーシャー バンコープ,NYSE,stock
GBIO,Generation Bio Coジェネレーション バイオ,NASDAQ,stock
GBLI,Global Indemnity Ltdグローバル インデムニティ,NYSE,stock
GBNY,Generations Bancorp NY Incジェネレーションズ バンコーポ,NASDAQ,stock
GBR,New Concept Energy Incニュー コンセプト エナジー,NYSE,stock
GBTG,Global Business Travel Group Incグローバル ビジネス トラベル,NYSE,stock
GBX,The Greenbrier Companies Incグリーンブライアー カンパニーズ,NYSE,stock
GCBC,Greene County Bancorp Incグリーン カウンティ バンコープ,NASDAQ,stock
GCI,Gannettガネット,NYSE,stock
GCMG,GCM Grosvenor Inc AGCM グロブナー A,NASDAQ,stock
GCO,Genesco Incゼネスコ,NYSE,stock
GCT,Gigacloud Technology Inc - Aギガクラウド　テクノロジー　インクA,NASDAQ,stock
GCTK,Glucotrack Incガルコトラック,NASDAQ,stock
GCTS,GCT Semiconductor Holding IncGCT セミコンダクター ホールディングス,NYSE,stock
GD,General Dynamicsゼネラル ダイナミクス,NYSE,stock
GDDY,GoDaddy Aゴーダディ A,NYSE,stock
GDEN,Golden Entertainment Incゴールデン エンターテインメント,NASDAQ,stock
GDOT,Green Dot Aグリーン ドット A,NYSE,stock
GDRX,GoodRx Holdings IncGOODRXホールディングス,NASDAQ,stock
GDYN,Grid Dynamics Holdings Incグリッド ダイナミクス ホールディングス,NASDAQ,stock
GE,GE AerospaceGE エアロスペース,NYSE,stock
GEF,Greif Inc Aグライフ A,NYSE,stock
GEG,Great Elm Group Incグレート エルム グループ,NASDAQ,stock
GEHC,GE HealthCare Technologies IncGE　ヘルスケア　テクノロジーズ,NASDAQ,stock
GEN,Gen Digital Incゲン デジタル,NASDAQ,stock
GENC,Gencor Industries Incジェンコール インダストリーズ,NYSE,stock
GENI,Genius Sports Group Ltdジーニアス スポーツ グループ リミテッド,NYSE,stock
GEOS,Geospace Technologies Corpジオスペース テクノロジーズ,NASDAQ,stock
GERN,Geronジェロン,NASDAQ,stock
GES,Guess Incゲス,NYSE,stock
GETR,Getaround Incゲットアラウンド インク,NYSE,stock
GETY,Getty Images Holdings Inc Aゲッティ イメージズ A,NYSE,stock
GEV,GE VernovaＧＥ ベルノバ,NYSE,stock
GEVO,Gevo Incジーボ,NASDAQ,stock
GFAI,Guardforce AI Co Limitedガードフォース AI,NASDAQ,stock
GFF,Griffon Corpグリフォン,NYSE,stock
GFL,GFL Environmental IncＧＦＬエンバイロメンタル,NYSE,stock
GFS,GLOBALFOUNDRIES Incグローバルファウンドリーズ,NASDAQ,stock
GGG,Gracoグレーコ,NYSE,stock
GGPI,Gores Guggenheim Inc Aゴレス グッゲンハイム A,NASDAQ,stock
GGR,Gogoro Incゴゴロ,NASDAQ,stock
GH,Guardant Health Incガーダント ヘルス,NASDAQ,stock
GHC,Graham Holdings Company Bグラハム ホールディングス B,NYSE,stock
GHLD,Guild Holdings Company Aギルド　ホールディングス A,NYSE,stock
GHM,Graham Corpグラハム,NYSE,stock
GHRS,GH Research PLCGHリサーチ,NASDAQ,stock
GIB,CGI Group ACGI グループ A,NYSE,stock
GIC,Global Industrialグローバル インダストリアル,NYSE,stock
GIFI,Gulf Island Fabrication Incガルフ アイランド ファブリケーション,NASDAQ,stock
GIGM,GigaMedia Limitedギガメディア,NASDAQ,stock
GIII,G-III Apparel GroupGVアパレル,NASDAQ,stock
GIL,Gildan Activewearギルダン アクティブウェア,NYSE,stock
GILD,Gilead Sciencesギリアド サイエンシズ,NASDAQ,stock
GILT,Gilat Satellite Networks Ltdジラット　サテライト　ネットワークス,NASDAQ,stock
GIS,General Millsゼネラル ミルズ,NYSE,stock
GKOS,Glaukos Corporationグラウコス,NYSE,stock
GL,Globe Lifeグローブ ライフ,NYSE,stock
GLBE,Global-E Online Ltdグローバルイー　オンライン,NASDAQ,stock
GLBS,Globus Maritime Limitedグロバス マリタイム,NASDAQ,stock
GLBZ,Glen Burnie Bancorpグレン バニー バンコーポ,NASDAQ,stock
GLDD,Great Lakes Dredge &amp; Dock Coグレート レークス ドレッジ アンド ドック,NASDAQ,stock
GLDG,GoldMining Incゴールドマイニング,NYSE,stock
GLMD,Galmed Pharmaceuticals Ltdガルメド ファーマシューティカルズ,NASDAQ,stock
GLNG,Golar LNGゴラールLNG,NASDAQ,stock
GLOB,Globant SAグローバント　ＳＡ,NYSE,stock
GLRE,Greenlight Capital Re Ltd Aグリーンライト キャピタルRE A,NASDAQ,stock
GLSI,Greenwich Lifesciences Incグリーンウイッチ　ライフサイエンシズ,NASDAQ,stock
GLTO,Galecto Incガレクト　インク,NASDAQ,stock
GLUE,Monte Rosa Therapeutics Incモンテ ローザ セラピューティクス,NASDAQ,stock
GLW,Corningコーニング,NYSE,stock
GLYC,Glycomimetics Incグリコミメティス,NASDAQ,stock
GM,General Motorsゼネラル モーターズ,NYSE,stock
GME,Game Stop Aゲーム ストップ A,NYSE,stock
GMED,Globus Medical Aグローブス メディカル A,NYSE,stock
GMGI,Golden Matrix Group Incゴールデン マトリックス グループ,NASDAQ,stock
GMS,GMSGMS,NYSE,stock
GNE,Genie Energy Ltd Bジニー エナジー B,NYSE,stock
GNK,Genco Shipping &amp; Trading Ltdジェンコ シッピング＆トレーディング,NYSE,stock
GNLN,Greenlane Holdings Inc Aグリーンレーン ホールディングス A,NASDAQ,stock
GNPX,Genprex Incジェンプレックス,NASDAQ,stock
GNRC,Generac Holdingsジェネラック ホールディングス,NYSE,stock
GNSS,Genasys Incジエナシス　インコーポレーテツド,NASDAQ,stock
GNTX,Gentexジェンテックス,NASDAQ,stock
GNTY,Guaranty Bancshares Incギャランティ バンクシェアズ,NYSE,stock
GNW,Genworth Financial Aジェンワース ファイナンシャル A,NYSE,stock
GO,Grocery Outlet Holding Corpグローサリー アウトレット ホールディングス,NASDAQ,stock
GOCO,GoHealth Incゴーヘルス,NASDAQ,stock
GOEV,Canoo Incカヌー,NASDAQ,stock
GOGL,Golden Ocean Group Limitedゴールデン・オーシャン・グループ・リミテ,NASDAQ,stock
GOGO,Gogoゴーゴー,NASDAQ,stock
GOLD,Barrick Goldバリック ゴールド,NYSE,stock
GOLF,Acushnet Holdingsアクシネット,NYSE,stock
GOOG,Alphabet Cアルファベット C,NASDAQ,stock
GOOGL,Alphabet Aアルファベット A,NASDAQ,stock
GOOS,Canada Gooseカナダ・グース,NYSE,stock
GORO,Gold Resource Corpゴールド リソース,NYSE,stock
GORV,Lazydays Holdings Incレイジーデイズ ホールディングス,NASDAQ,stock
GOSS,Gossamer Bio Incゴッサマー バイオ,NASDAQ,stock
GOVX,GeoVax Labs Incゲオヴァックス ラボズ,NASDAQ,stock
GP,GreenPower Motor Company Incグリーンパワー モーター カンパニー,NASDAQ,stock
GPC,Genuine Partsジェニュイン パーツ,NYSE,stock
GPI,Group 1 Automotive Incグループ ワン オートモーティブ,NYSE,stock
GPK,Graphic Packaging Holding Companyグラフィック パッケージング ホールディング,NYSE,stock
GPN,Global Paymentsグローバル ペイメンツ,NYSE,stock
GPRE,Green Plains Incグリーン プレーンズ,NASDAQ,stock
GPRK,Geopark Ltdジオパーク,NYSE,stock
GPRO,GoPro Aゴープロ A,NASDAQ,stock
GPUS,Hyperscale Data Incハイパースケール データ,NYSE,stock
GRAB,Grab Holdings Aグラブ ホールディングス A,NASDAQ,stock
GRAL,GRAIL IncGRAIL インク,NASDAQ,stock
GRBK,Green Brick Partners Incグリーン ブリック パートナーズ,NYSE,stock
GRC,Gorman Rupp Coゴーマンラップ,NYSE,stock
GRDI,Griid Infrastructure Incグライド インフラストラクチャー,NASDAQ,stock
GREE,Greenidge Generation Holdings Inc Aグリーニッジ ジェネレーション A,NASDAQ,stock
GRI,GRI Bio Incジーアールアイ バイオ インク,NASDAQ,stock
GRMN,Garmin Ltd ガーミン,NYSE,stock
GRND,Grindr Incグラインダー インク,NYSE,stock
GRNQ,Greenpro Capital Corpグリーンプロ キャピタル,NASDAQ,stock
GROM,Grom Social Enterprises Incグロム ソーシャル エンタープライズ,NASDAQ,stock
GROV,Grove Collaborative Holdings Incグローブ コラボレーティブ,NYSE,stock
GROW,U.S. Global Investors Inc AU.S.グローバル インベスターズ A,NASDAQ,stock
GROY,Gold Royalty Corpゴールドロイヤリティ,NYSE,stock
GRPN,Grouponグルーポン,NASDAQ,stock
GRRR,Gorilla Technology Group Incゴリラ　テクノロジー,NASDAQ,stock
GRTS,Gritstone bio Incグリットストーン バイオ,NASDAQ,stock
GRWG,GrowGeneration Corpグロウジェネレーション,NASDAQ,stock
GRYP,Gryphon Digital Mining Incグリフォン デジタル マイニング,NASDAQ,stock
GS,The Goldman Sachs Groupゴールドマン サックス グループ,NYSE,stock
GSAQ,Global Synergy Acquisition Corp.グローバル シナジー アクイジション,NYSE,stock
GSAT,Globalstar Inc グローバルスター,NYSE,stock
GSBC,Great Southern Bancorp Incグレート サザン バンコープ,NASDAQ,stock
GSHD,Goosehead Insurance Inc Aグースヘッド インシュアランス A,NASDAQ,stock
GSIT,GSI Technology IncＧＳＩテクノロジー,NASDAQ,stock
GSL,Global Ship Lease Inc Aグローバル シップ リース A,NYSE,stock
GSM,Ferroglobe PLCフェログローブ,NASDAQ,stock
GT,Goodyear Tire &amp; Rubberグッドイヤー タイヤ アンド ラバー,NASDAQ,stock
GTBP,GT Biopharma IncGTバイオファーマ,NASDAQ,stock
GTE,Gran Tierra Energy Incグラン ティエラ エナジー,NYSE,stock
GTEC,Greenland Technologies Holdiグリーンランド　テクノロジーズ　ホールディング,NASDAQ,stock
GTES,Gates Industrial Corporation PLCゲイツ インダストリアル,NYSE,stock
GTI,Graphjet Technologyグラフジェット テクノロジー,NASDAQ,stock
GTIM,Good Times Restaurants Incグッド　タイムズ　レストラン,NASDAQ,stock
GTLB,Gitlab Incギットラブ,NASDAQ,stock
GTLS,Chart Industriesチャート インダストリーズ,NYSE,stock
GTN,Gray Media Incグレイ メディア,NYSE,stock
GTX,Garrett Motion Incギャレットモーション,NASDAQ,stock
GURE,Gulf Resources Incガルフ リソーシズ,NASDAQ,stock
GVA,Granite Constructionグラニット コンストラクション,NYSE,stock
GVP,GSE Systems IncGSE システム インク,NASDAQ,stock
GWH,ESS Tech IncESS テック,NYSE,stock
GWRE,Guidewire Softwareガイドワイア ソフトウェア,NYSE,stock
GWRS,Global Water Resources Incグローバル ウォーター リソーシズ,NASDAQ,stock
GWW,WW GraingerWW グレインジャー,NYSE,stock
GXO,GXO Logistics IncGXO　ロジスティックス,NYSE,stock
H,Hyatt Hotels Aハイアット ホテルズ A,NYSE,stock
HAE,Haemonetics Corpヘモネティクス,NYSE,stock
HAFC,Hanmi Financial orationハンミ ファイナンシャル,NASDAQ,stock
HAFN,Hafnia Ltdハフニア,NYSE,stock
HAIN,Hain Celestial Groupヘイン セレスティアル グループ,NASDAQ,stock
HAL,Halliburtonハリバートン,NYSE,stock
HALO,Halozyme Therapeutics Incハロザイムセラピューティクス,NASDAQ,stock
HAPP,Happiness Biotech Group Limitedハピネス・バイオテック・グループ,NASDAQ,stock
HARP,Harpoon Therapeutics Incハープーン セラピューティクス,NASDAQ,stock
HAS,Hasbroハスブロ,NASDAQ,stock
HAYN,Haynes International Incハインズ インターナショナル,NASDAQ,stock
HAYW,Hayward Holdings Incヘイワード,NYSE,stock
HBAN,Huntington Bancsharesハンチントン バンクシェアーズ,NASDAQ,stock
HBB,Hamilton Beach Brand Holding Company Aハミルトン ビーチ ブランズ ホールディング A,NYSE,stock
HBCP,Home Bancorp Incホーム バンコープ,NASDAQ,stock
HBI,Hanesbrandsヘインズブランズ,NYSE,stock
HBIO,Harvard Bioscience Incハーバード バイオサイエンス,NASDAQ,stock
HBM,Hudbay Minerals Incハドベイ ミネラルズ,NYSE,stock
HBNC,Horizon Bancorp Inc INホライゾン バンコープ,NASDAQ,stock
HBT,HBT Financial IncHBTフィナンシャル,NASDAQ,stock
